No.,name,Series,Model_Name,Model_Number,Color,Price(THB),Type,Suitable_For,Power_Supply,Processor_Brand,Processor_Name,Vaiant,Clock_Speed,Cache(MB),SSD_Capacity(GB),HDD_Capacity(GB),RAM(GB),RAM_Type,Expandable_Memory,Memory_Slots,RAM_Frequency(MHz),Graphic_Processor_Brand,Graphic_Processor,GPU_Score,Operating_System,Mic_In,USB_Port,HDMI_Port,Touchscreen,ScreenSize(inch),ScreenReolution,Screen_Type,Speakers,Internal_Mic,Wireless_LAN,Bluetooth,Weight(KG),Finger_Print_Sensor,Keyboard,Backlit_Keyboard,Ethernet,Web_Camera,Pointer_Device,Battery_Backup,RJ45,Refresh_Rate
448,Lenovo,IdeaPad,IdeaPad 3 14ACL6,ideapad 3 14ALC6UB,Abyss Blue,19294.17,Thin and Light Laptop,Processing & Multitasking,65W Round Tip Adapter,AMD,Ryzen 5,5500U,2.1 GHz with Turbo Boost Upto 4 GHz,N/A,512,0,8,DDR4,N/A,N/A,3202,AMD,Radeon Graphics,3,Windows 11 Home,Yes,"1 x USB 3.2 Gen 1, 1 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1",1x HDMI 1.4,No,14,1920x1080,"Full HD (IPS 300nits Anti-glare, 45% NTSC)",Built-in Stereo Speakers,Built-in array microphone,"11ax, 2x2",5,1.66,Yes,"Backlit, English",Yes,No,720p with Privacy Shutter,Touchpad,Upto 14 hours,N/A,N/A
449,ASUS,N/A,X712EA-AU511TS,X712EA-AU511TS,Transparent Silver,25063.72,Thin and Light Laptop,Processing & Multitasking,65W AC Adapter,Intel,Core i5,1135G7,4.2 GHz,8,256,1000,16,DDR4,N/A,N/A,N/A,Intel,Iris Xe,3,Windows 10 Home,Yes,"1x USB 3.2 Type-A, 1x USB 3.2 Type-C, 2x USB 2.0 Type-A",1x HDMI 1.4,No,17.3,1920x1080,"FHD, (250nits Brightness, 45% NTSC color gamut)",Built-in speaker,Built-in array microphone,Wi-Fi 6(802.11ax),5,2.3,Yes,Backlit Chiclet Keyboard,Yes,No,720p HD camera,Touchpad,N/A,N/A,N/A
450,ASUS,Vivobook Pro 14 OLED (2021),M3401QC-KM045TS,M3401QC-KM045TS,Quiet Blue,35807.02,Creator Laptop,"Gaming, Processing & Multitasking",120W AC Adapter,AMD,Ryzen 7,5800H,3.2 GHz with Max Boost Up to 4.4 GHz,20,512,0,16,DDR4,16,N/A,N/A,NVIDIA,RTX 3050,5.4,Windows 10 Home,Yes,"1x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 1 Type-C, 2x USB 2.0 Type-A",1 x HDMI 1.4,No,14,2880x1800,"OLED 2.8K (2880 x 1800), 16:10 aspect ratio, 90Hz refresh rate, 0.2ms response time, 600nits peak brightness, 100% DCI-P3 color gamut, PANTONE?Validated, VESA CERTIFIED Display HDR True Black 600",Built-in speaker,Built-in array microphone,Wi-Fi 6(802.11ax),5,1.4,Yes,Backlit Chiclet Keyboard,Yes,No,720p HD camera (With?privacy?shutter),Touchpad,N/A,N/A,90 Hz
451,ASUS,Vivobook 14,Vivobook 14,X415EA-EB372WS,Transparent Silver,15474.33,Thin and Light Laptop,"Travel & Business, Processing & Multitasking, Everyday Use, Entertainment, Performance",N/A,Intel,Core i3,1115G4,3.0 Ghz With Turbo Upto 4.10,6,256,1000,8,DDR4,20,N/A,3200,Intel,UHD,2,Windows 11 Home,Yes,"1x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 1 Type-C, 2x USB 2.0 Type-A",1x HDMI 1.4,No,14.1,1920x1080,"14.0-inch, FHD (1920 x 1080) 16:9 aspect ratio, IPS-level Panel, LED Backlit, 250nits, 45% NTSC color gamut, Anti-glare display",Built-in speaker,Built-in microphone,Wi-Fi 5(802.11ac)+Bluetooth 4.1 (Dual band) 1*1,4.1,1.6,Yes,Chiclet Keyboard,N/A,No,VGA,MultiGesture Touchpad,Upto 6 Hrs.,N/A,60 Hz
452,Lenovo,Ideapad 5 Pro,14ACN6,14ACN6,Storm Grey,27053.22,Thin and Light Laptop,Processing & Multitasking,65 W USB-C (3-pin),AMD,Ryzen 7,5800U,Base 1.9 GHz with Max Frequency Upto 4.4 GHz,N/A,512,0,16,DDR4,N/A,"Memory soldered to systemboard, no slots, dual-channel",N/A,AMD,Radeon Graphics,3,Windows 11 Home,Yes,"1 x USB 3.2 Gen 1, 1 x USB 3.2 Gen 1, 2 x USB-C 3.2 Gen 1",1 x HDMI 1.4b,No,14,2240x1400,"2.2K, IPS Display, 300nits, Anti-glare, 60 Hz, 100% sRGB",Stereo speakers,Built-in Dual Array Microphone,"11ac, 2x2",5.1,1.38,No,"Backlit, English",Yes,No,IR & 720p + ToF Sensor,Touchpad,Upto 10 hours,N/A,N/A
453,ASUS,VivoBook 15,VivoBook 15,X543MA-GQ1358T,Transparent Silver,11137.22,Laptop,"Entertainment, Everyday Use, Performance, Processing & Multitasking",N/A,Intel,Celeron,N4020,1.1 Ghz With Turbo Upto 2.8,4,256,0,4,DDR4,N/A,N/A,2400,Intel,UHD,2,Windows 10 Home,Yes,"1x USB 3.2 Gen 1 Type-A, 2x USB 2.0 Type-A",1x HDMI 1.4,No,15.6,1366x768,"15.6-inch, HD (1366 x 768) 16:9 aspect ratio, LED Backlit, 200nits, 45% NTSC color gamut, Glossy display, Touch screen",N/A,Yes,Wi-Fi 5(802.11ac)+Bluetooth 4.1 (Dual band) 1*1,4.1,1.9,No,Chiclet Keyboard,N/A,No,VGA,MultiGesture Touchpad,Upto 6 Hrs.,N/A,N/A
454,HP,Pavilion,14-dv1002TU,14-dv1002TU,Tranquil Pink,26257.42,Thin and Light Laptop,Processing & Multitasking,65 W Smart AC power adapter,Intel,Core i5,1155G7,4.5,8,512,0,16,DDR4,16,N/A,N/A,Intel,Iris Xe,3,Windows 11 Home,Yes,"1 x USB type C, 2 x USB type A",1 x HDMI,No,14,1920x1080,"Full HD, IPS, micro-edge, BrightView (250 nits Brightness, 45% NTSC Color Gamut, 157 ppi)",Dual speakers,Built-in dual array microphone,Realtek RTL8822CE 802.11a/b/g/n/ac,5,1.41,Yes,"Full-size, backlit, natural silver keyboard",Yes,No,HP True Vision 720p HD camera,HP Imagepad with multi-touch gesture support,Upto 8 hours,N/A,N/A
455,ASUS,Chromebook,CX1101CMA-GJ0007,CX1101CMA-GJ0007,Transparent Silver,7556.12,Chromebook,Processing & Multitasking,N/A,Intel,Celeron,N4020,2.8,4,0,0,4,LPDDR4,N/A,N/A,N/A,Intel,UHD,2,Chrome,Yes,"2x USB 3.2 Gen 1 Type-A, 2x USB 3.2 Gen 1 Type-C",N/A,No,11.6,1366x768,"HD, LCD (Anti-glare display, LED Backlit, Brightness : 200nits, NTSC: 45%)",Built-in speaker,Built-in array microphone,Wi-Fi 5(802.11ac),5.1,1.24,No,1.5 Key-travel,N/A,No,720p HD camera,Touchpad,Upto 13 hours,N/A,N/A
456,Lenovo,Ideapad Gaming 3,15ACH6,15ACH6| 15ACH6D1| IdeaPad Gaming3 15ACH6D1,Shadow Black,24267.92,Gaming Laptop,Gaming,135 W Slim Tip (3-pin),AMD,Ryzen 5,5600H,Base 3.3 GHz with Max Frequency Upto 4.2 GHz,N/A,512,0,8,DDR4,16,"Two DDR4 SO-DI slots, dual-channel capable",N/A,NVIDIA,GTX 1650,4.5,Windows 11 Home,Yes,"2 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1 (support data transfer only)",1 x HDMI 2.0,No,15.6,1920x1080,"Full HD, IPS Display, 250nits, Anti-glare, 120 Hz, 45% NTSC",Stereo speakers,Built-in Dual Array Microphone,"11ac, 2x2",5,2.25,No,"White Backlit, English",Yes,100/1000M,720p with Camera Shutter,Touchpad,Upto 5 hours,Yes,120 Hz
457,Lenovo,IdeaPad 3,15ITL6,IdeaPad 3 15ITL6 Ub,Arctic Grey,15514.12,Thin and Light Laptop,"Everyday Use, Processing & Multitasking",65 W Round Tip,Intel,Core i3,1115G4,"Base Frequency 3.00 GHz, Max Turbo Boost Frequency Up to 4.10 GHz",6,256,0,8,DDR4,12,N/A,N/A,Intel,UHD,2,Windows 11 Home,Yes,"1 x USB-C 3.2 Gen 1, 1 x USB 2.0 , 1 x USB 3.2 Gen 1",1 x HDMI 1.4b,No,15.6,1920x1080,Full HD TN 250nits Anti-glare,Built-in dual stereo speakers,Built-in array microphones,"11ac, 2x2",5,1.65,No,"Non-backlit, English",No,No,720p with Privacy Shutter,Touchpad,Upto 12 hours,N/A,N/A
458,ASUS,N/A,X415EA-EK302WS,X415EA-EK302WS,Transparent Silver,13524.62,Thin and Light Laptop,Processing & Multitasking,45W AC Adapter,Intel,Core i3,1115G4,4.1,6,256,0,4,DDR4,N/A,N/A,N/A,Intel,UHD,2,Windows 11 Home,Yes,"1x USB 3.2 Type-A, 1x USB 3.2 Type-C, 2x USB 2.0 Type-A",1x HDMI 1.4,No,14,1920x1080,"FHD, (220 nits Brightness, 45% NTSC color gamut)",Built-in speaker,Built-in microphone,Wi-Fi 5(802.11ac),4.1,1.6,Yes,Chiclet Keyboard,No,No,VGA camera,Touchpad,N/A,N/A,N/A
459,Avita,Liber V14,LIBER V14,NS14A8INF561-MB,Matt Black,18697.32,Thin and Light Laptop,"Processing & Multitasking, Everyday Use, Travel & Business",N/A,Intel,Core i5,10210U,1.80 GHz with Turbo Boost Upto 4.90 GHz,8,512,0,8,DDR4,N/A,N/A,2400,Intel,UHD,2,Windows 10 Home,N/A,"2x USB 3.0, 1x USB C 3.0",Micro HDMI Port,No,14,1920x1080,Full HD LED Backlit TFT IPS Display,Built-in Dual Speakers,Built-in Microphone,IEEE 802.11 b/g/n/ac,4.2,1.25,Yes,English Backlit Keyboard,Yes,NO,1 MP Webcam,Touchpad,Upto 10 hours,N/A,N/A
460,DELL,Inspiron,Inspiron 3511,Inspiron 3511,Carbon,16906.77,Thin and Light Laptop,Everyday Use,N/A,Intel,Core i3,115G4,1.7 GHz upto max turbo frequency at 4.1 Ghz,6,256,0,8,DDR4,16,2,2666,Intel,UHD,2,Windows 10,Yes,"2 x USB 3.2 Gen 1, 1 x USB2.0",1x HDMI 1.4 port,No,15.6,1920x1080,Full HD Anti Glare,Yes,Yes,802.11ac,5,1.85,No,English International Non Backlit Keyboard,No,Yes,HD,Touchpad,Upto 7 hours,Yes,N/A
461,DELL,Vostro,N/A,Vostro 3400,Dune,17543.41,Thin and Light Laptop,Everyday Use,N/A,Intel,Core i3,1115G4,1.7 GHz Upto Max Turbo Frequency at 4.1 GHz,6,256,1000,4,DDR4,16,2,2666,Intel,UHD,2,Windows 10,Yes,"2 x USB 3.2 Gen 1, 1 x USB 2.0",1 x HDMI 1.4 Port,No,14,1920x1080,Full HD WVA AG Narrow Border Display,Built-in Speakers,Built-in Microphone,802.11ac,4.1,1.58,No,English International Non Backlit Keyboard,No,Yes,Yes,Touchpad,Upto 10 Hours,Yes,N/A
462,DELL,N/A,Inspiron 5418,Inspiron 5418,Silver,27888.81,Thin and Light Laptop,Processing & Multitasking,N/A,Intel,Core i5,11320H,2.5 GHz upto max turbo frequency at 4.5 Ghz,8,512,0,16,DDR4,16,2,3200,Intel,Iris Xe,3,Windows 10,Yes,"2 x USB 3.2 Type A,1xUSB 3.2 Type C",1x HDMI 1.4 port,No,14,1920x1080,Full HD WVA AG 250 nits Narrow Border,Built-in Dual Speakers,Built-in microphone,Intel Wi-Fi 6 2x2 (Gig+),5.1,1.5,Yes,Backlit Keyboard,Yes,No,HD,Touchpad,Upto 6 hours,No,N/A
463,DELL,Vostro,Vostro 3405,Vostro 3405,Dune,19493.12,Thin and Light Laptop,"Processing & Multitasking, Everyday Use",N/A,AMD,Ryzen 5,3500U,2.1 GHz to Max Turbo Frequency at 3.7 GHz,4,512,0,8,DDR4,16,2,2400,AMD,Radeon Graphics,3,Windows 10,Yes,3 x USB 3.2,1 x HDMI 1.4 Port,No,14,1920x1080,Full HD WVA AG Narrow Border Display,Yes,Yes,802.11ac,4.1,1.58,No,English International Non Backlit Keyboard,No,Yes,HD Webcam,Touchpad,Upto 10 Hours,Yes,N/A
464,MSI,N/A,Modern 14 B10MW,Modern 14 B10MW-658IN,Carbon Gray,12728.82,Thin and Light Laptop,Processing & Multitasking,65W adapter,Intel,Core i3,10110U,2.1 GHz with Turbo Boost Upto 4.1 GHz,N/A,256,0,8,DDR4,N/A,N/A,N/A,Intel,UHD,2,Windows 10 Home,N/A,"1x Type-C USB3.2 Gen2, 2 x Type-A USB2.0",1 x HDMI,No,14,1920x1080,"Full HD (60Hz, 45%NTSC, IPS-Level)",Built-in Stereo Speakers,Yes,Intel Wireless-AC 9560 (2x2 a/c),5,1.3,No,Single backlight Keyboard (White),Yes,No,720P HD Camera,Touchpad,N/A,N/A,N/A
465,ASUS,Vivobook 15,Vivobook 15,X515EA-BR391TS,Slate Grey,14240.84,Laptop,"Everyday Use, Processing & Multitasking",N/A,Intel,Core i3,1115G4,"3.0 GHz Base Speed, Up to 4.1 GHz Max Turbo Speed",6,0,1000,8,DDR4,20,N/A,3200,Intel,UHD,2,Windows 10 Home,Yes,"1x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 1 Type-C, 2x USB 2.0 Type-A",1x HDMI 1.4,No,15.6,1366x768,"15.6-Inch (35.56 cms) LED-Backlit LCD, HD (1366 x 768) 16:9, 220nits, NanoEdge bezel, Anti-Glare Plane with 45% NTSC, 82% Screen-To-Body Ratio",Inbuilt,Yes,Wi-Fi 5 (802.11ac) (Dual band) 1*1,4.2,1.8,No,Chiclet Keyboard with 1.4 Key Travel,N/A,No,VGA,Multigesture Touchpad,Upto 6 Hrs.,N/A,60 Hz
466,MSI,N/A,Modern 14 B10MW,Modern 14 B10MW-657IN,Carbon Gray,18697.32,Thin and Light Laptop,Processing & Multitasking,65W adapter,Intel,Core i3,10110U,2.1 GHz with Turbo Boost Upto 4.1 GHz,N/A,512,0,8,DDR4,N/A,N/A,N/A,Intel,UHD,2,Windows 10 Home,N/A,"1x Type-C USB3.2 Gen2, 2 x Type-A USB2.0",1 x HDMI,No,14,1920x1080,"Full HD (60Hz, 45%NTSC, IPS-Level)",Built-in Stereo Speakers,Yes,Intel Wireless-AC 9560 (2x2 a/c),5,1.3,No,Single backlight Keyboard (White),Yes,No,720P HD Camera,Touchpad,N/A,N/A,N/A
467,MSI,N/A,Modern 14 B10MW,Modern 14 B10MW-659IN,Carbon Gray,23074.22,Thin and Light Laptop,Processing & Multitasking,65W adapter,Intel,Core i7,10510U,1.8 GHz with Turbo Boost Upto 4.9 GHz,N/A,512,0,8,DDR4,N/A,N/A,N/A,Intel,UHD,2,Windows 10 Home,N/A,"1x Type-C USB3.2 Gen2, 2 x Type-A USB2.0",1 x HDMI,No,14,1920x1080,"Full HD (60Hz, 45%NTSC, IPS-Level)",Built-in Stereo Speakers,Yes,Intel Wireless-AC 9560 (2x2 a/c),5,1.3,No,Single backlight Keyboard (White),Yes,No,720P HD Camera,Touchpad,N/A,N/A,N/A
468,MSI,Prestige 14 Intel EVO,Prestige 14Evo A11M-624IN,Prestige 14Evo A11M-624IN,Carbon Gray,29838.52,Thin and Light Laptop,Processing & Multitasking,65 W adapter,Intel,Core i5,1135G7,4.2 GHz,N/A,512,0,16,LPDDR4X,N/A,N/A,N/A,Intel,Iris Xe,3,Windows 10 Home,Yes,"2 x Thunderbolt 4, 1 x Type-A USB2.0",N/A,No,14,1920x1080,"Full HD, sRGB100% 300nits 1W panel",Built-in Dual Speakers,Built-in microphone,Intel Wi-Fi 6 AX201(2*2 ax),5.1,1.29,Yes,Single backlight KB(White),Yes,N/A,IR HD type (30fps@720p),Touchpad,N/A,N/A,N/A
469,ASUS,ASUS TUF Dash F15,FX516PMZ-HN186WS,FX516PMZ-HN186WS,Moonlight White,33817.52,Gaming Laptop,Gaming,200 W AC Adapter,Intel,Core i5,11300H,Base 3.1 GHz Max Boost Frequency Upto 4.4 GHz,8,512,0,16,DDR4,32,1,1525,NVIDIA,RTX 3060,6,Windows 11 Home,Yes,"1 x Thunderbolt 4 support DisplayPort/ power delivery, 3 x USB 3.2 Gen 1 Type-A",1x HDMI 2.0b,No,15.6,1920x1080,"Full HD, anti-glare display, Value IPS-level, Brightness: 250nits, Contrast: 1000:1, 45% NTSC, 62.5% SRGB, Refresh Rate: 144 Hz, Adobe: 47.34%",Built-in Dual Speakers,Built-in array microphone,Wi-Fi 6(802.11ax),5.1,2,No,Backlit Chiclet Keyboard,Yes,10/100/1000,No,Touchpad,N/A,Yes,N/A
470,ASUS,VivoBook 15 (2022),X515JA-EJ372WS,X515JA-EJ372WS,Transparent Silver,13922.52,Thin and Light Laptop,Processing & Multitasking,45W AC Adapter,Intel,Core i3,1005G1,1.2 GHz upto max turbo frequency at 3.4 Ghz,4,512,0,4,DDR4,N/A,N/A,N/A,Intel,UHD,2,Windows 11 Home,Yes,"1 x USB 3.2 Gen 1 Type-A,1 x USB 3.2 Gen 1 Type-C, 2 x USB 2.0 Type-A",1x HDMI 1.4 port,No,15.6,1920x1080,"Full HD (200nits, 45% NTSC color gamut, non-OLED, Anti-glare display)",Built-in Speakers,Built-in Microphone,Wi-Fi 5(802.11ac) 1x1,4.1,1.8,Yes,Chiclet Keyboard with Num-key,No,No,VGA Webcam,Touchpad,N/A,N/A,N/A
471,ASUS,VivoBook 15 (2022),X515JA-EJ701WS,X515JA-EJ701WS,Transparent Silver,23074.22,Gaming Laptop,Processing & Multitasking,45W AC Adapter,Intel,Core i7,1065G7,1.3 GHz upto max turbo frequency at 3.9 Ghz,8,512,0,16,DDR4,N/A,N/A,N/A,Intel,Iris Plus,3.2,Windows 11 Home,Yes,"1 x USB 3.2 Gen 1 Type-A,1 x USB 3.2 Gen 1 Type-C, 2 x USB 2.0 Type-A",1x HDMI 1.4 port,No,15.6,1920x1080,"Full HD (200nits, 45% NTSC color gamut, non-OLED, Anti-glare display)",Built-in Speakers,Built-in Microphone,Wi-Fi 5(802.11ac) 1x1,4.1,1.8,Yes,Chiclet Keyboard with Num-key,No,No,VGA camera,Touchpad,N/A,N/A,N/A
472,ASUS,VivoBook 15 (2022),X515JA-EJ362WS,X515JA-EJ362WS,Transparent Silver,15514.12,Thin and Light Laptop,Processing & Multitasking,45W AC Adapter,Intel,Core i3,1005G1,1.2 GHz upto max turbo frequency at 3.4 Ghz,4,512,0,8,DDR4,N/A,N/A,N/A,Intel,UHD,2,Windows 11 Home,Yes,"1 x USB 3.2 Gen 1 Type-A,1 x USB 3.2 Gen 1 Type-C, 2 x USB 2.0 Type-A",1x HDMI 1.4 port,No,15.6,1920x1080,"Full HD (200nits, 45% NTSC color gamut, non-OLED, Anti-glare display)",Built-in Speakers,Built-in Microphone,Wi-Fi 5(802.11ac) 1x1,4.1,1.8,Yes,Chiclet Keyboard with Num-key,No,No,VGA Webcam,Touchpad,N/A,N/A,N/A
473,ASUS,VivoBook 15 (2022),X515JA-EJ701WS,X515JA-EJ701WS,Transparent Silver,23074.22,Gaming Laptop,Processing & Multitasking,45W AC Adapter,Intel,Core i7,1065G7,1.3 GHz upto max turbo frequency at 3.9 Ghz,8,512,0,16,DDR4,N/A,N/A,N/A,Intel,Iris Plus,3.2,Windows 11 Home,Yes,"1 x USB 3.2 Gen 1 Type-A,1 x USB 3.2 Gen 1 Type-C, 2 x USB 2.0 Type-A",1x HDMI 1.4 port,No,15.6,1920x1080,"Full HD (200nits, 45% NTSC color gamut, non-OLED, Anti-glare display)",Built-in Speakers,Built-in Microphone,Wi-Fi 5(802.11ac) 1x1,4.1,1.8,Yes,Chiclet Keyboard with Num-key,No,No,VGA camera,Touchpad,N/A,N/A,N/A
474,ASUS,VivoBook 15 (2022),X515JA-EJ362WS,X515JA-EJ362WS,Transparent Silver,15514.12,Thin and Light Laptop,Processing & Multitasking,45W AC Adapter,Intel,Core i3,1005G1,1.2 GHz upto max turbo frequency at 3.4 Ghz,4,512,0,8,DDR4,N/A,N/A,N/A,Intel,UHD,2,Windows 11 Home,Yes,"1 x USB 3.2 Gen 1 Type-A,1 x USB 3.2 Gen 1 Type-C, 2 x USB 2.0 Type-A",1x HDMI 1.4 port,No,15.6,1920x1080,"Full HD (200nits, 45% NTSC color gamut, non-OLED, Anti-glare display)",Built-in Speakers,Built-in Microphone,Wi-Fi 5(802.11ac) 1x1,4.1,1.8,Yes,Chiclet Keyboard with Num-key,No,No,VGA Webcam,Touchpad,N/A,N/A,N/A
475,DELL,N/A,Vostro 3400,3400,Dune,23472.12,Laptop,Everyday Use,N/A,Intel,Core i5,N/A,N/A,N/A,0,1000,8,DDR4,N/A,N/A,N/A,Intel,UHD,2,Windows 10,N/A,N/A,N/A,No,38.115,1920x1080,N/A,N/A,N/A,N/A,Yes,N/A,No,N/A,N/A,No,No,Touchpad,3 HRS,N/A,N/A
476,Lenovo,Legion 5,Legion 5,15ACH6,Phantom BLUE,29881.89,Gaming Laptop,"Processing & Multitasking, Gaming",135 W AC Adapter,AMD,Ryzen 5,5600H,3.3 GHz with Turbo Boost Upto 4.2 GHz,8,512,0,8,DDR4,32,2 Slots,3200,NVIDIA,GTX 1650,4.5,Windows 11 Home,Yes,"2 x USB 3.2 (1st Gen), 1 x USB 3.2 Type C (1st Gen)",1 x HDMI Port (v2.0),No,15.6,1920x1080,"Full HD LED Backlit Anti-glare IPS Display (250 nits Brightness, 60 Hz Refresh Rate)",Built-in Dual Speakers,Integrated Dual Array Microphone,IEEE 802.11ac (2x2),5,2.4,No,English Blue LED Backlit Keyboard,Yes,100/1000 Mbps,"720P HD Webcam (with Privacy Shutter, Fixed Focus)",Multi-touch Touchpad,Upto 6.5 hours,Yes,60 Hz
477,HP,N/A,15s-du3564TU,15s-du3564TU,Natural Silver,17105.72,Thin and Light Laptop,Processing & Multitasking,N/A,Intel,Core i3,1125G4,2.1 GHz with Turbo Boost Upto 3.7 GHz,8,512,0,8,DDR4,N/A,N/A,N/A,Intel,UHD,2,Windows 11 Home,Yes,N/A,1 x HDMI 1.4b,No,15.6,1366x768,"HD, micro-edge, anti-glare, Brightness: 250 nits, 101 ppi , Color Gamut: 45%NTSC",Built-in Dual Speakers,Built-in dual array digital microphones,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2) Wi-F,5,1.75,No,"Full-size, jet black keyboard with numeric keypad",No,10/100/1000 GbE LAN,HP True Vision 720p HD camera,HP Imagepad with multi-touch gesture support,N/A,N/A,N/A
478,ASUS,Vivobook 15,Vivobook 15,X515EA-BR391TS,Slate Grey,14320.42,Laptop,"Everyday Use, Processing & Multitasking",N/A,Intel,Core i3,1115G4,"3.0 GHz Base Speed, Up to 4.1 GHz Max Turbo Speed",6,0,1000,8,DDR4,20,N/A,3200,Intel,UHD,2,Windows 10 Home,Yes,"1x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 1 Type-C, 2x USB 2.0 Type-A",1x HDMI 1.4,No,15.6,1366x768,"15.6-Inch (35.56 cms) LED-Backlit LCD, HD (1366 x 768) 16:9, 220nits, NanoEdge bezel, Anti-Glare Plane with 45% NTSC, 82% Screen-To-Body Ratio",Inbuilt,Yes,Wi-Fi 5 (802.11ac) (Dual band) 1*1,4.2,1.8,No,Chiclet Keyboard with 1.4 Key Travel,N/A,No,VGA,Multigesture Touchpad,Upto 6 Hrs.,N/A,60 Hz
479,DELL,N/A,Inspiron 3511,3511,Mist Blue Speckle,19696.05,Laptop,Everyday Use,N/A,Intel,Core i3,1115G4,N/A,N/A,256,0,8,DDR4,16,2,N/A,Intel,UHD,2,Windows 10,N/A,YES,YES,No,15.6,1920x1080,N/A,N/A,YES,YES,Yes,N/A,No,N/A,Yes,YES,YES,Touchpad,3HRS,Yes,N/A
480,ASUS,Vivobook 14,Vivobook 14,M415DA-EK322TS,Transparent Silver,13524.62,Thin and Light Laptop,"Travel & Business, Everyday Use, Performance, Processing & Multitasking",N/A,AMD,Ryzen 3,33250U,"2.6 GHz Base Speed, Up to 3.5 GHz Turbo Boost Speed",4,256,0,8,DDR4,20,N/A,N/A,AMD,Radeon Graphics,3,Windows 10 Home,Yes,"1 x Type-C USB 3.2 (Gen 1), 1 x Type-A USB 3.2 (Gen 1), 2 x Type-A USB2.0",1 x HDMI 1.4,No,14.1,1920x1080,"14-inch (35.56 cms) LED-Backlit, FHD (1920 x 1080) 16:9, 220nits, NanoEdge bezel, Anti-Glare Plane with 45% NTSC, 82% Screen-To-Body Ratio",Inbuilt,Yes,Wi-Fi 5 (802.11ac) 2*2,4.2,1.5,Yes,Full-size chiclet keyboard | 1.4 key travel distance,N/A,No,VGA,Multigesture Touchpad,Upto 6 Hrs.,N/A,60 Hz
481,ASUS,ROG Zephyrus G14,ROG Zephyrus G14,GA401QEC-K2128TS,Gray,55702.02,Gaming Laptop,"Gaming, Processing & Multitasking",180W AC Adapter,AMD,Ryzen 9,95900HS,"3.1 GHz (16M Cache, up to 4.5 GHz)",20,1000,0,16,DDR4,N/A,N/A,3200,NVIDIA,RTX 3050 Ti,5.7,Windows 10 Home,N/A,"1x USB 3.2 (Gen 2) Type-C, 1x USB 3.2 (Gen 2) Type-C, 2x USB 3.2 (Gen 1) Type-A",1x HDMI 2.0b,No,14,2560x1440,14-inch WQHD (2560 x 1440) 16:9 anti-glare display | DCI-P3:100% | Refresh Rate:120Hz | IPS-level | Pantone Validated,2x 2.5W speaker with Smart Amp Technology,Built-in array microphone,Wi-Fi 6 (802.11ax),Dual band,1.7,Yes,Chicklet Backlit Keyboard,Yes,No,No,Touch Pad,4 Hrs,N/A,120 Hz
482,DELL,3000,Inspiron 3511,3511,Platinum Silver,15914.81,Laptop,Everyday Use,N/A,Intel,Core i3,N/A,N/A,N/A,0,1000,8,DDR4,N/A,N/A,N/A,Intel,UHD,2,Windows 11 Home,N/A,N/A,N/A,No,15.6,1920x1080,N/A,N/A,N/A,N/A,Yes,N/A,No,N/A,No,No,No,Touchpad,4to5 hours,N/A,N/A
483,acer,Intel EVO Swift 3,Swift 3,SF314-511,Pure Silver,23870.02,Thin and Light Laptop,"Entertainment, Everyday Use, Processing & Multitasking, Travel & Business",65 W,Intel,Core i5,1135G7,"Base Frequnecy 2.40 GHz, Max Turbo Boost Frequency Up to 4.20 GHz",8,512,0,8,LPDDR4X,N/A,N/A,N/A,Intel,Iris Xe,3,Windows 11 Home,Yes,"1 x USB Type-C / Thunderbolt 4 port, 2 x USB 3.2 Gen 1 port (one with power-off charging)",1 x HDMI Port,No,14,1920x1080,"Full HD (IPS (In-Plane Switching) technology, high-brightness (300nits) Acer ComfyView LED-backlit TFT LCD, 16:9 aspect ratio, color gamut sRGB 100%)",Built-in Dual Stereo Speakers,Built-in Dual Microphone,"Wi-Fi 6 AX201, 802.11a/b/g/n/acR2+ax wireless LAN",5.1,1.2,Yes,83-/84-/87-key full-size FineTip backlit keyboard with international language,Yes,No,720p HD Webcam,Touchpad with Multi-touch Gesture Support,Upto 18 hours,N/A,N/A
484,HP,Pavilion,14-ec0037AU,14-ec0037AU,Natural Silver,23873.6,Thin and Light Laptop,Processing & Multitasking,65 W Smart AC power adapter,AMD,Ryzen 5,5500U,4.5 GHz,8,512,0,16,DDR4,16,N/A,N/A,AMD,Radeon Graphics,3,Windows 11 Home,Yes,"1 x USB type C, 2 x USB type A",1 x HDMI,No,14,1920x1080,"Full HD, IPS, micro-edge, BrightView (250 nits Brightness, 45% NTSC Color Gamut, 157 ppi)",Dual speakers,N/A,Realtek Wi-Fi CERTIFIED 6,5.2,1.41,Yes,"Full-size, backlit, Natural Silver keyboard",Yes,No,HP Wide Vision 720p HD camera,HP Imagepad with multi-touch gesture support,Upto 10 Hours 15 minutes,No,N/A
